,T1_Spelling,T1_ID,T1_Seed,T2_Spelling,T2_ID,T2_Seed
1186,texas tech,1403,6,colgate,1159,14
1187,texas tech,1403,6,long beach state,1253,15
1188,texas tech,1403,6,south dakota state,1355,15
1189,texas tech,1403,6,saint peter's,1389,15
1190,texas tech,1403,6,western kentucky,1443,15
1191,texas tech,1403,6,grambling state,1212,16
1192,texas tech,1403,6,stetson,1391,16
1193,texas tech,1403,6,howard,1224,16
1194,texas tech,1403,6,longwood,1255,16
1195,texas tech,1403,6,montana state,1286,16
1196,texas tech,1403,6,wagner,1447,16
1197,clemson,1155,6,byu,1140,6
1198,clemson,1155,6,south carolina,1376,6
1199,clemson,1155,6,texas,1400,7
1200,clemson,1155,6,florida,1196,7
1201,clemson,1155,6,washington state,1450,7
1202,clemson,1155,6,dayton,1173,7
1203,clemson,1155,6,florida atlantic,1194,8
1204,clemson,1155,6,utah state,1429,8
1205,clemson,1155,6,mississippi state,1280,8
1206,clemson,1155,6,nebraska,1304,8
1207,clemson,1155,6,texas a&m,1401,9
1208,clemson,1155,6,northwestern,1321,9
1209,clemson,1155,6,michigan state,1277,9
1210,clemson,1155,6,tcu,1395,9
1211,clemson,1155,6,virginia,1438,10
1212,clemson,1155,6,colorado,1160,10
1213,clemson,1155,6,boise state,1129,10
1214,clemson,1155,6,drake,1179,10
1215,clemson,1155,6,nevada,1305,10
1216,clemson,1155,6,colorado state,1161,10
1217,clemson,1155,6,new mexico,1307,11
1218,clemson,1155,6,oregon,1332,11
1219,clemson,1155,6,north carolina state,1301,11
1220,clemson,1155,6,duquesne,1182,11
1221,clemson,1155,6,mcneese,1270,12
1222,clemson,1155,6,james madison,1241,12
1223,clemson,1155,6,uab,1412,12
1224,clemson,1155,6,grand canyon,1213,12
1225,clemson,1155,6,samford,1359,13
1226,clemson,1155,6,vermont,1436,13
1227,clemson,1155,6,yale,1463,13
1228,clemson,1155,6,charleston,1158,13
1229,clemson,1155,6,oakland,1324,14
1230,clemson,1155,6,akron,1103,14
1231,clemson,1155,6,morehead state,1287,14
1232,clemson,1155,6,colgate,1159,14
1233,clemson,1155,6,long beach state,1253,15
1234,clemson,1155,6,south dakota state,1355,15
1235,clemson,1155,6,saint peter's,1389,15
1236,clemson,1155,6,western kentucky,1443,15
1237,clemson,1155,6,grambling state,1212,16
1238,clemson,1155,6,stetson,1391,16
1239,clemson,1155,6,howard,1224,16
1240,clemson,1155,6,longwood,1255,16
1241,clemson,1155,6,montana state,1286,16
1242,clemson,1155,6,wagner,1447,16
1243,byu,1140,6,south carolina,1376,6
1244,byu,1140,6,texas,1400,7
1245,byu,1140,6,florida,1196,7
1246,byu,1140,6,washington state,1450,7
1247,byu,1140,6,dayton,1173,7
1248,byu,1140,6,florida atlantic,1194,8
1249,byu,1140,6,utah state,1429,8
1250,byu,1140,6,mississippi state,1280,8
1251,byu,1140,6,nebraska,1304,8
1252,byu,1140,6,texas a&m,1401,9
1253,byu,1140,6,northwestern,1321,9
1254,byu,1140,6,michigan state,1277,9
1255,byu,1140,6,tcu,1395,9
1256,byu,1140,6,virginia,1438,10
1257,byu,1140,6,colorado,1160,10
1258,byu,1140,6,boise state,1129,10
1259,byu,1140,6,drake,1179,10
1260,byu,1140,6,nevada,1305,10
1261,byu,1140,6,colorado state,1161,10
1262,byu,1140,6,new mexico,1307,11
1263,byu,1140,6,oregon,1332,11
1264,byu,1140,6,north carolina state,1301,11
1265,byu,1140,6,duquesne,1182,11
1266,byu,1140,6,mcneese,1270,12
1267,byu,1140,6,james madison,1241,12
1268,byu,1140,6,uab,1412,12
1269,byu,1140,6,grand canyon,1213,12
1270,byu,1140,6,samford,1359,13
1271,byu,1140,6,vermont,1436,13
1272,byu,1140,6,yale,1463,13
1273,byu,1140,6,charleston,1158,13
1274,byu,1140,6,oakland,1324,14
1275,byu,1140,6,akron,1103,14
1276,byu,1140,6,morehead state,1287,14
1277,byu,1140,6,colgate,1159,14
1278,byu,1140,6,long beach state,1253,15
1279,byu,1140,6,south dakota state,1355,15
1280,byu,1140,6,saint peter's,1389,15
1281,byu,1140,6,western kentucky,1443,15
1282,byu,1140,6,grambling state,1212,16
1283,byu,1140,6,stetson,1391,16
1284,byu,1140,6,howard,1224,16
1285,byu,1140,6,longwood,1255,16
1286,byu,1140,6,montana state,1286,16
1287,byu,1140,6,wagner,1447,16
1288,south carolina,1376,6,texas,1400,7
1289,south carolina,1376,6,florida,1196,7
1290,south carolina,1376,6,washington state,1450,7
1291,south carolina,1376,6,dayton,1173,7
1292,south carolina,1376,6,florida atlantic,1194,8
1293,south carolina,1376,6,utah state,1429,8
1294,south carolina,1376,6,mississippi state,1280,8
1295,south carolina,1376,6,nebraska,1304,8
1296,south carolina,1376,6,texas a&m,1401,9
1297,south carolina,1376,6,northwestern,1321,9
1298,south carolina,1376,6,michigan state,1277,9
1299,south carolina,1376,6,tcu,1395,9
1300,south carolina,1376,6,virginia,1438,10
1301,south carolina,1376,6,colorado,1160,10
1302,south carolina,1376,6,boise state,1129,10
1303,south carolina,1376,6,drake,1179,10
1304,south carolina,1376,6,nevada,1305,10
1305,south carolina,1376,6,colorado state,1161,10
1306,south carolina,1376,6,new mexico,1307,11
1307,south carolina,1376,6,oregon,1332,11
1308,south carolina,1376,6,north carolina state,1301,11
1309,south carolina,1376,6,duquesne,1182,11
1310,south carolina,1376,6,mcneese,1270,12
1311,south carolina,1376,6,james madison,1241,12
1312,south carolina,1376,6,uab,1412,12
1313,south carolina,1376,6,grand canyon,1213,12
1314,south carolina,1376,6,samford,1359,13
1315,south carolina,1376,6,vermont,1436,13
1316,south carolina,1376,6,yale,1463,13
1317,south carolina,1376,6,charleston,1158,13
1318,south carolina,1376,6,oakland,1324,14
1319,south carolina,1376,6,akron,1103,14
1320,south carolina,1376,6,morehead state,1287,14
1321,south carolina,1376,6,colgate,1159,14
1322,south carolina,1376,6,long beach state,1253,15
1323,south carolina,1376,6,south dakota state,1355,15
1324,south carolina,1376,6,saint peter's,1389,15
1325,south carolina,1376,6,western kentucky,1443,15
1326,south carolina,1376,6,grambling state,1212,16
1327,south carolina,1376,6,stetson,1391,16
1328,south carolina,1376,6,howard,1224,16
1329,south carolina,1376,6,longwood,1255,16
1330,south carolina,1376,6,montana state,1286,16
1331,south carolina,1376,6,wagner,1447,16
1332,texas,1400,7,florida,1196,7
1333,texas,1400,7,washington state,1450,7
1334,texas,1400,7,dayton,1173,7
1335,texas,1400,7,florida atlantic,1194,8
1336,texas,1400,7,utah state,1429,8
1337,texas,1400,7,mississippi state,1280,8
1338,texas,1400,7,nebraska,1304,8
1339,texas,1400,7,texas a&m,1401,9
1340,texas,1400,7,northwestern,1321,9
1341,texas,1400,7,michigan state,1277,9
1342,texas,1400,7,tcu,1395,9
1343,texas,1400,7,virginia,1438,10
1344,texas,1400,7,colorado,1160,10
1345,texas,1400,7,boise state,1129,10
1346,texas,1400,7,drake,1179,10
1347,texas,1400,7,nevada,1305,10
1348,texas,1400,7,colorado state,1161,10
1349,texas,1400,7,new mexico,1307,11
1350,texas,1400,7,oregon,1332,11
1351,texas,1400,7,north carolina state,1301,11
1352,texas,1400,7,duquesne,1182,11
1353,texas,1400,7,mcneese,1270,12
1354,texas,1400,7,james madison,1241,12
1355,texas,1400,7,uab,1412,12
1356,texas,1400,7,grand canyon,1213,12
1357,texas,1400,7,samford,1359,13
1358,texas,1400,7,vermont,1436,13
1359,texas,1400,7,yale,1463,13
1360,texas,1400,7,charleston,1158,13
1361,texas,1400,7,oakland,1324,14
1362,texas,1400,7,akron,1103,14
1363,texas,1400,7,morehead state,1287,14
1364,texas,1400,7,colgate,1159,14
1365,texas,1400,7,long beach state,1253,15
1366,texas,1400,7,south dakota state,1355,15
1367,texas,1400,7,saint peter's,1389,15
1368,texas,1400,7,western kentucky,1443,15
1369,texas,1400,7,grambling state,1212,16
1370,texas,1400,7,stetson,1391,16
1371,texas,1400,7,howard,1224,16
1372,texas,1400,7,longwood,1255,16
1373,texas,1400,7,montana state,1286,16
1374,texas,1400,7,wagner,1447,16
1375,florida,1196,7,washington state,1450,7
1376,florida,1196,7,dayton,1173,7
1377,florida,1196,7,florida atlantic,1194,8
1378,florida,1196,7,utah state,1429,8
1379,florida,1196,7,mississippi state,1280,8
1380,florida,1196,7,nebraska,1304,8
1381,florida,1196,7,texas a&m,1401,9
1382,florida,1196,7,northwestern,1321,9
1383,florida,1196,7,michigan state,1277,9
1384,florida,1196,7,tcu,1395,9
1385,florida,1196,7,virginia,1438,10
1386,florida,1196,7,colorado,1160,10
1387,florida,1196,7,boise state,1129,10
1388,florida,1196,7,drake,1179,10
1389,florida,1196,7,nevada,1305,10
1390,florida,1196,7,colorado state,1161,10
1391,florida,1196,7,new mexico,1307,11
1392,florida,1196,7,oregon,1332,11
1393,florida,1196,7,north carolina state,1301,11
1394,florida,1196,7,duquesne,1182,11
1395,florida,1196,7,mcneese,1270,12
1396,florida,1196,7,james madison,1241,12
1397,florida,1196,7,uab,1412,12
1398,florida,1196,7,grand canyon,1213,12
1399,florida,1196,7,samford,1359,13
1400,florida,1196,7,vermont,1436,13
1401,florida,1196,7,yale,1463,13
1402,florida,1196,7,charleston,1158,13
1403,florida,1196,7,oakland,1324,14
1404,florida,1196,7,akron,1103,14
1405,florida,1196,7,morehead state,1287,14
1406,florida,1196,7,colgate,1159,14
1407,florida,1196,7,long beach state,1253,15
1408,florida,1196,7,south dakota state,1355,15
1409,florida,1196,7,saint peter's,1389,15
1410,florida,1196,7,western kentucky,1443,15
1411,florida,1196,7,grambling state,1212,16
1412,florida,1196,7,stetson,1391,16
1413,florida,1196,7,howard,1224,16
1414,florida,1196,7,longwood,1255,16
1415,florida,1196,7,montana state,1286,16
1416,florida,1196,7,wagner,1447,16
1417,washington state,1450,7,dayton,1173,7
1418,washington state,1450,7,florida atlantic,1194,8
1419,washington state,1450,7,utah state,1429,8
1420,washington state,1450,7,mississippi state,1280,8
1421,washington state,1450,7,nebraska,1304,8
1422,washington state,1450,7,texas a&m,1401,9
1423,washington state,1450,7,northwestern,1321,9
1424,washington state,1450,7,michigan state,1277,9
1425,washington state,1450,7,tcu,1395,9
1426,washington state,1450,7,virginia,1438,10
1427,washington state,1450,7,colorado,1160,10
1428,washington state,1450,7,boise state,1129,10
1429,washington state,1450,7,drake,1179,10
1430,washington state,1450,7,nevada,1305,10
1431,washington state,1450,7,colorado state,1161,10
1432,washington state,1450,7,new mexico,1307,11
1433,washington state,1450,7,oregon,1332,11
1434,washington state,1450,7,north carolina state,1301,11
1435,washington state,1450,7,duquesne,1182,11
1436,washington state,1450,7,mcneese,1270,12
1437,washington state,1450,7,james madison,1241,12
1438,washington state,1450,7,uab,1412,12
1439,washington state,1450,7,grand canyon,1213,12
1440,washington state,1450,7,samford,1359,13
1441,washington state,1450,7,vermont,1436,13
1442,washington state,1450,7,yale,1463,13
1443,washington state,1450,7,charleston,1158,13
1444,washington state,1450,7,oakland,1324,14
1445,washington state,1450,7,akron,1103,14
1446,washington state,1450,7,morehead state,1287,14
1447,washington state,1450,7,colgate,1159,14
1448,washington state,1450,7,long beach state,1253,15
1449,washington state,1450,7,south dakota state,1355,15
1450,washington state,1450,7,saint peter's,1389,15
1451,washington state,1450,7,western kentucky,1443,15
1452,washington state,1450,7,grambling state,1212,16
1453,washington state,1450,7,stetson,1391,16
1454,washington state,1450,7,howard,1224,16
1455,washington state,1450,7,longwood,1255,16
1456,washington state,1450,7,montana state,1286,16
1457,washington state,1450,7,wagner,1447,16
1458,dayton,1173,7,florida atlantic,1194,8
1459,dayton,1173,7,utah state,1429,8
1460,dayton,1173,7,mississippi state,1280,8
1461,dayton,1173,7,nebraska,1304,8
1462,dayton,1173,7,texas a&m,1401,9
1463,dayton,1173,7,northwestern,1321,9
1464,dayton,1173,7,michigan state,1277,9
1465,dayton,1173,7,tcu,1395,9
1466,dayton,1173,7,virginia,1438,10
1467,dayton,1173,7,colorado,1160,10
1468,dayton,1173,7,boise state,1129,10
1469,dayton,1173,7,drake,1179,10
1470,dayton,1173,7,nevada,1305,10
1471,dayton,1173,7,colorado state,1161,10
1472,dayton,1173,7,new mexico,1307,11
1473,dayton,1173,7,oregon,1332,11
1474,dayton,1173,7,north carolina state,1301,11
1475,dayton,1173,7,duquesne,1182,11
1476,dayton,1173,7,mcneese,1270,12
1477,dayton,1173,7,james madison,1241,12
1478,dayton,1173,7,uab,1412,12
1479,dayton,1173,7,grand canyon,1213,12
1480,dayton,1173,7,samford,1359,13
1481,dayton,1173,7,vermont,1436,13
1482,dayton,1173,7,yale,1463,13
1483,dayton,1173,7,charleston,1158,13
1484,dayton,1173,7,oakland,1324,14
1485,dayton,1173,7,akron,1103,14
1486,dayton,1173,7,morehead state,1287,14
1487,dayton,1173,7,colgate,1159,14
1488,dayton,1173,7,long beach state,1253,15
1489,dayton,1173,7,south dakota state,1355,15
1490,dayton,1173,7,saint peter's,1389,15
1491,dayton,1173,7,western kentucky,1443,15
1492,dayton,1173,7,grambling state,1212,16
1493,dayton,1173,7,stetson,1391,16
1494,dayton,1173,7,howard,1224,16
1495,dayton,1173,7,longwood,1255,16
1496,dayton,1173,7,montana state,1286,16
1497,dayton,1173,7,wagner,1447,16
1498,florida atlantic,1194,8,utah state,1429,8
1499,florida atlantic,1194,8,mississippi state,1280,8
1500,florida atlantic,1194,8,nebraska,1304,8
1501,florida atlantic,1194,8,texas a&m,1401,9
1502,florida atlantic,1194,8,northwestern,1321,9
1503,florida atlantic,1194,8,michigan state,1277,9
1504,florida atlantic,1194,8,tcu,1395,9
1505,florida atlantic,1194,8,virginia,1438,10
1506,florida atlantic,1194,8,colorado,1160,10
1507,florida atlantic,1194,8,boise state,1129,10
1508,florida atlantic,1194,8,drake,1179,10
1509,florida atlantic,1194,8,nevada,1305,10
1510,florida atlantic,1194,8,colorado state,1161,10
1511,florida atlantic,1194,8,new mexico,1307,11
1512,florida atlantic,1194,8,oregon,1332,11
1513,florida atlantic,1194,8,north carolina state,1301,11
1514,florida atlantic,1194,8,duquesne,1182,11
1515,florida atlantic,1194,8,mcneese,1270,12
1516,florida atlantic,1194,8,james madison,1241,12
1517,florida atlantic,1194,8,uab,1412,12
1518,florida atlantic,1194,8,grand canyon,1213,12
1519,florida atlantic,1194,8,samford,1359,13
1520,florida atlantic,1194,8,vermont,1436,13
1521,florida atlantic,1194,8,yale,1463,13
1522,florida atlantic,1194,8,charleston,1158,13
1523,florida atlantic,1194,8,oakland,1324,14
1524,florida atlantic,1194,8,akron,1103,14
1525,florida atlantic,1194,8,morehead state,1287,14
1526,florida atlantic,1194,8,colgate,1159,14
1527,florida atlantic,1194,8,long beach state,1253,15
1528,florida atlantic,1194,8,south dakota state,1355,15
1529,florida atlantic,1194,8,saint peter's,1389,15
1530,florida atlantic,1194,8,western kentucky,1443,15
1531,florida atlantic,1194,8,grambling state,1212,16
1532,florida atlantic,1194,8,stetson,1391,16
1533,florida atlantic,1194,8,howard,1224,16
1534,florida atlantic,1194,8,longwood,1255,16
1535,florida atlantic,1194,8,montana state,1286,16
1536,florida atlantic,1194,8,wagner,1447,16
1537,utah state,1429,8,mississippi state,1280,8
1538,utah state,1429,8,nebraska,1304,8
1539,utah state,1429,8,texas a&m,1401,9
1540,utah state,1429,8,northwestern,1321,9
1541,utah state,1429,8,michigan state,1277,9
1542,utah state,1429,8,tcu,1395,9
1543,utah state,1429,8,virginia,1438,10
1544,utah state,1429,8,colorado,1160,10
1545,utah state,1429,8,boise state,1129,10
1546,utah state,1429,8,drake,1179,10
1547,utah state,1429,8,nevada,1305,10
1548,utah state,1429,8,colorado state,1161,10
1549,utah state,1429,8,new mexico,1307,11
1550,utah state,1429,8,oregon,1332,11
1551,utah state,1429,8,north carolina state,1301,11
1552,utah state,1429,8,duquesne,1182,11
1553,utah state,1429,8,mcneese,1270,12
1554,utah state,1429,8,james madison,1241,12
1555,utah state,1429,8,uab,1412,12
1556,utah state,1429,8,grand canyon,1213,12
1557,utah state,1429,8,samford,1359,13
1558,utah state,1429,8,vermont,1436,13
1559,utah state,1429,8,yale,1463,13
1560,utah state,1429,8,charleston,1158,13
1561,utah state,1429,8,oakland,1324,14
1562,utah state,1429,8,akron,1103,14
1563,utah state,1429,8,morehead state,1287,14
1564,utah state,1429,8,colgate,1159,14
1565,utah state,1429,8,long beach state,1253,15
1566,utah state,1429,8,south dakota state,1355,15
1567,utah state,1429,8,saint peter's,1389,15
1568,utah state,1429,8,western kentucky,1443,15
1569,utah state,1429,8,grambling state,1212,16
1570,utah state,1429,8,stetson,1391,16
1571,utah state,1429,8,howard,1224,16
1572,utah state,1429,8,longwood,1255,16
1573,utah state,1429,8,montana state,1286,16
1574,utah state,1429,8,wagner,1447,16
1575,mississippi state,1280,8,nebraska,1304,8
1576,mississippi state,1280,8,texas a&m,1401,9
1577,mississippi state,1280,8,northwestern,1321,9
1578,mississippi state,1280,8,michigan state,1277,9
1579,mississippi state,1280,8,tcu,1395,9
1580,mississippi state,1280,8,virginia,1438,10
1581,mississippi state,1280,8,colorado,1160,10
1582,mississippi state,1280,8,boise state,1129,10
1583,mississippi state,1280,8,drake,1179,10
1584,mississippi state,1280,8,nevada,1305,10
1585,mississippi state,1280,8,colorado state,1161,10
1586,mississippi state,1280,8,new mexico,1307,11
1587,mississippi state,1280,8,oregon,1332,11
1588,mississippi state,1280,8,north carolina state,1301,11
1589,mississippi state,1280,8,duquesne,1182,11
1590,mississippi state,1280,8,mcneese,1270,12
1591,mississippi state,1280,8,james madison,1241,12
1592,mississippi state,1280,8,uab,1412,12
1593,mississippi state,1280,8,grand canyon,1213,12
1594,mississippi state,1280,8,samford,1359,13
1595,mississippi state,1280,8,vermont,1436,13
1596,mississippi state,1280,8,yale,1463,13
1597,mississippi state,1280,8,charleston,1158,13
1598,mississippi state,1280,8,oakland,1324,14
1599,mississippi state,1280,8,akron,1103,14
1600,mississippi state,1280,8,morehead state,1287,14
1601,mississippi state,1280,8,colgate,1159,14
1602,mississippi state,1280,8,long beach state,1253,15
1603,mississippi state,1280,8,south dakota state,1355,15
1604,mississippi state,1280,8,saint peter's,1389,15
1605,mississippi state,1280,8,western kentucky,1443,15
1606,mississippi state,1280,8,grambling state,1212,16
1607,mississippi state,1280,8,stetson,1391,16
1608,mississippi state,1280,8,howard,1224,16
1609,mississippi state,1280,8,longwood,1255,16
1610,mississippi state,1280,8,montana state,1286,16
1611,mississippi state,1280,8,wagner,1447,16
1612,nebraska,1304,8,texas a&m,1401,9
1613,nebraska,1304,8,northwestern,1321,9
1614,nebraska,1304,8,michigan state,1277,9
1615,nebraska,1304,8,tcu,1395,9
1616,nebraska,1304,8,virginia,1438,10
1617,nebraska,1304,8,colorado,1160,10
1618,nebraska,1304,8,boise state,1129,10
1619,nebraska,1304,8,drake,1179,10
1620,nebraska,1304,8,nevada,1305,10
1621,nebraska,1304,8,colorado state,1161,10
1622,nebraska,1304,8,new mexico,1307,11
1623,nebraska,1304,8,oregon,1332,11
1624,nebraska,1304,8,north carolina state,1301,11
1625,nebraska,1304,8,duquesne,1182,11
1626,nebraska,1304,8,mcneese,1270,12
1627,nebraska,1304,8,james madison,1241,12
1628,nebraska,1304,8,uab,1412,12
1629,nebraska,1304,8,grand canyon,1213,12
1630,nebraska,1304,8,samford,1359,13
1631,nebraska,1304,8,vermont,1436,13
1632,nebraska,1304,8,yale,1463,13
1633,nebraska,1304,8,charleston,1158,13
1634,nebraska,1304,8,oakland,1324,14
1635,nebraska,1304,8,akron,1103,14
1636,nebraska,1304,8,morehead state,1287,14
1637,nebraska,1304,8,colgate,1159,14
1638,nebraska,1304,8,long beach state,1253,15
1639,nebraska,1304,8,south dakota state,1355,15
1640,nebraska,1304,8,saint peter's,1389,15
1641,nebraska,1304,8,western kentucky,1443,15
1642,nebraska,1304,8,grambling state,1212,16
1643,nebraska,1304,8,stetson,1391,16
1644,nebraska,1304,8,howard,1224,16
1645,nebraska,1304,8,longwood,1255,16
1646,nebraska,1304,8,montana state,1286,16
1647,nebraska,1304,8,wagner,1447,16
1648,texas a&m,1401,9,northwestern,1321,9
1649,texas a&m,1401,9,michigan state,1277,9
1650,texas a&m,1401,9,tcu,1395,9
1651,texas a&m,1401,9,virginia,1438,10
1652,texas a&m,1401,9,colorado,1160,10
1653,texas a&m,1401,9,boise state,1129,10
1654,texas a&m,1401,9,drake,1179,10
1655,texas a&m,1401,9,nevada,1305,10
1656,texas a&m,1401,9,colorado state,1161,10
1657,texas a&m,1401,9,new mexico,1307,11
1658,texas a&m,1401,9,oregon,1332,11
1659,texas a&m,1401,9,north carolina state,1301,11
1660,texas a&m,1401,9,duquesne,1182,11
1661,texas a&m,1401,9,mcneese,1270,12
1662,texas a&m,1401,9,james madison,1241,12
1663,texas a&m,1401,9,uab,1412,12
1664,texas a&m,1401,9,grand canyon,1213,12
1665,texas a&m,1401,9,samford,1359,13
1666,texas a&m,1401,9,vermont,1436,13
1667,texas a&m,1401,9,yale,1463,13
1668,texas a&m,1401,9,charleston,1158,13
1669,texas a&m,1401,9,oakland,1324,14
1670,texas a&m,1401,9,akron,1103,14
1671,texas a&m,1401,9,morehead state,1287,14
1672,texas a&m,1401,9,colgate,1159,14
1673,texas a&m,1401,9,long beach state,1253,15
1674,texas a&m,1401,9,south dakota state,1355,15
1675,texas a&m,1401,9,saint peter's,1389,15
1676,texas a&m,1401,9,western kentucky,1443,15
1677,texas a&m,1401,9,grambling state,1212,16
1678,texas a&m,1401,9,stetson,1391,16
1679,texas a&m,1401,9,howard,1224,16
1680,texas a&m,1401,9,longwood,1255,16
1681,texas a&m,1401,9,montana state,1286,16
1682,texas a&m,1401,9,wagner,1447,16
1683,northwestern,1321,9,michigan state,1277,9
1684,northwestern,1321,9,tcu,1395,9
1685,northwestern,1321,9,virginia,1438,10
1686,northwestern,1321,9,colorado,1160,10
1687,northwestern,1321,9,boise state,1129,10
1688,northwestern,1321,9,drake,1179,10
1689,northwestern,1321,9,nevada,1305,10
1690,northwestern,1321,9,colorado state,1161,10
1691,northwestern,1321,9,new mexico,1307,11
1692,northwestern,1321,9,oregon,1332,11
1693,northwestern,1321,9,north carolina state,1301,11
1694,northwestern,1321,9,duquesne,1182,11
1695,northwestern,1321,9,mcneese,1270,12
1696,northwestern,1321,9,james madison,1241,12
1697,northwestern,1321,9,uab,1412,12
1698,northwestern,1321,9,grand canyon,1213,12
1699,northwestern,1321,9,samford,1359,13
1700,northwestern,1321,9,vermont,1436,13
1701,northwestern,1321,9,yale,1463,13
1702,northwestern,1321,9,charleston,1158,13
1703,northwestern,1321,9,oakland,1324,14
1704,northwestern,1321,9,akron,1103,14
1705,northwestern,1321,9,morehead state,1287,14
1706,northwestern,1321,9,colgate,1159,14
1707,northwestern,1321,9,long beach state,1253,15
1708,northwestern,1321,9,south dakota state,1355,15
1709,northwestern,1321,9,saint peter's,1389,15
1710,northwestern,1321,9,western kentucky,1443,15
1711,northwestern,1321,9,grambling state,1212,16
1712,northwestern,1321,9,stetson,1391,16
1713,northwestern,1321,9,howard,1224,16
1714,northwestern,1321,9,longwood,1255,16
1715,northwestern,1321,9,montana state,1286,16
1716,northwestern,1321,9,wagner,1447,16
1717,michigan state,1277,9,tcu,1395,9
1718,michigan state,1277,9,virginia,1438,10
1719,michigan state,1277,9,colorado,1160,10
1720,michigan state,1277,9,boise state,1129,10
1721,michigan state,1277,9,drake,1179,10
1722,michigan state,1277,9,nevada,1305,10
1723,michigan state,1277,9,colorado state,1161,10
1724,michigan state,1277,9,new mexico,1307,11
1725,michigan state,1277,9,oregon,1332,11
1726,michigan state,1277,9,north carolina state,1301,11
1727,michigan state,1277,9,duquesne,1182,11
1728,michigan state,1277,9,mcneese,1270,12
1729,michigan state,1277,9,james madison,1241,12
1730,michigan state,1277,9,uab,1412,12
1731,michigan state,1277,9,grand canyon,1213,12
1732,michigan state,1277,9,samford,1359,13
1733,michigan state,1277,9,vermont,1436,13
1734,michigan state,1277,9,yale,1463,13
1735,michigan state,1277,9,charleston,1158,13
1736,michigan state,1277,9,oakland,1324,14
1737,michigan state,1277,9,akron,1103,14
1738,michigan state,1277,9,morehead state,1287,14
1739,michigan state,1277,9,colgate,1159,14
1740,michigan state,1277,9,long beach state,1253,15
1741,michigan state,1277,9,south dakota state,1355,15
1742,michigan state,1277,9,saint peter's,1389,15
1743,michigan state,1277,9,western kentucky,1443,15
1744,michigan state,1277,9,grambling state,1212,16
1745,michigan state,1277,9,stetson,1391,16
1746,michigan state,1277,9,howard,1224,16
1747,michigan state,1277,9,longwood,1255,16
1748,michigan state,1277,9,montana state,1286,16
1749,michigan state,1277,9,wagner,1447,16
1750,tcu,1395,9,virginia,1438,10
1751,tcu,1395,9,colorado,1160,10
1752,tcu,1395,9,boise state,1129,10
1753,tcu,1395,9,drake,1179,10
1754,tcu,1395,9,nevada,1305,10
1755,tcu,1395,9,colorado state,1161,10
1756,tcu,1395,9,new mexico,1307,11
1757,tcu,1395,9,oregon,1332,11
1758,tcu,1395,9,north carolina state,1301,11
1759,tcu,1395,9,duquesne,1182,11
1760,tcu,1395,9,mcneese,1270,12
1761,tcu,1395,9,james madison,1241,12
1762,tcu,1395,9,uab,1412,12
1763,tcu,1395,9,grand canyon,1213,12
1764,tcu,1395,9,samford,1359,13
1765,tcu,1395,9,vermont,1436,13
1766,tcu,1395,9,yale,1463,13
1767,tcu,1395,9,charleston,1158,13
1768,tcu,1395,9,oakland,1324,14
1769,tcu,1395,9,akron,1103,14
1770,tcu,1395,9,morehead state,1287,14
1771,tcu,1395,9,colgate,1159,14
1772,tcu,1395,9,long beach state,1253,15
1773,tcu,1395,9,south dakota state,1355,15
1774,tcu,1395,9,saint peter's,1389,15
1775,tcu,1395,9,western kentucky,1443,15
1776,tcu,1395,9,grambling state,1212,16
1777,tcu,1395,9,stetson,1391,16
1778,tcu,1395,9,howard,1224,16
1779,tcu,1395,9,longwood,1255,16
1780,tcu,1395,9,montana state,1286,16
1781,tcu,1395,9,wagner,1447,16
1782,virginia,1438,10,colorado,1160,10
1783,virginia,1438,10,boise state,1129,10
1784,virginia,1438,10,drake,1179,10
1785,virginia,1438,10,nevada,1305,10
1786,virginia,1438,10,colorado state,1161,10
1787,virginia,1438,10,new mexico,1307,11
1788,virginia,1438,10,oregon,1332,11
1789,virginia,1438,10,north carolina state,1301,11
1790,virginia,1438,10,duquesne,1182,11
1791,virginia,1438,10,mcneese,1270,12
1792,virginia,1438,10,james madison,1241,12
1793,virginia,1438,10,uab,1412,12
1794,virginia,1438,10,grand canyon,1213,12
1795,virginia,1438,10,samford,1359,13
1796,virginia,1438,10,vermont,1436,13
1797,virginia,1438,10,yale,1463,13
1798,virginia,1438,10,charleston,1158,13
1799,virginia,1438,10,oakland,1324,14
1800,virginia,1438,10,akron,1103,14
1801,virginia,1438,10,morehead state,1287,14
1802,virginia,1438,10,colgate,1159,14
1803,virginia,1438,10,long beach state,1253,15
1804,virginia,1438,10,south dakota state,1355,15
1805,virginia,1438,10,saint peter's,1389,15
1806,virginia,1438,10,western kentucky,1443,15
1807,virginia,1438,10,grambling state,1212,16
1808,virginia,1438,10,stetson,1391,16
1809,virginia,1438,10,howard,1224,16
1810,virginia,1438,10,longwood,1255,16
1811,virginia,1438,10,montana state,1286,16
1812,virginia,1438,10,wagner,1447,16
1813,colorado,1160,10,boise state,1129,10
1814,colorado,1160,10,drake,1179,10
1815,colorado,1160,10,nevada,1305,10
1816,colorado,1160,10,colorado state,1161,10
1817,colorado,1160,10,new mexico,1307,11
1818,colorado,1160,10,oregon,1332,11
1819,colorado,1160,10,north carolina state,1301,11
1820,colorado,1160,10,duquesne,1182,11
1821,colorado,1160,10,mcneese,1270,12
1822,colorado,1160,10,james madison,1241,12
