HigherSeed,HigherSeedID,HigherSeedNum,LowerSeed,LowerSeedID,LowerSeedNum,Predictions
Ohio St,1326,8,Wright St,1460,14,
Penn,1335,14,Prairie View,1341,16,
Purdue,1345,2,Penn,1335,14,
Penn,1335,14,Queens NC,1474,15,
Santa Clara,1365,10,Penn,1335,14,
Penn,1335,14,Siena,1373,16,
SMU,1374,11,Penn,1335,14,
South Florida,1378,11,Penn,1335,14,
St John's,1385,5,Penn,1335,14,
St Louis,1387,9,Penn,1335,14,
St Mary's CA,1388,7,Penn,1335,14,
TCU,1395,9,Penn,1335,14,
Tennessee,1397,6,Penn,1335,14,
Penn,1335,14,Tennessee St,1398,15,
Texas,1400,11,Penn,1335,14,
Texas A&M,1401,10,Penn,1335,14,
Texas Tech,1403,5,Penn,1335,14,
Troy,1407,13,Penn,1335,14,
UCF,1416,10,Penn,1335,14,
UCLA,1417,7,Penn,1335,14,
Penn,1335,14,UMBC,1420,16,
Utah St,1429,9,Penn,1335,14,
Vanderbilt,1435,5,Penn,1335,14,
VCU,1433,11,Penn,1335,14,
Villanova,1437,8,Penn,1335,14,
Virginia,1438,3,Penn,1335,14,
Wisconsin,1458,5,Penn,1335,14,
Penn,1335,14,Wright St,1460,14,
Purdue,1345,2,Prairie View,1341,16,
Queens NC,1474,15,Prairie View,1341,16,
Santa Clara,1365,10,Prairie View,1341,16,
Siena,1373,16,Prairie View,1341,16,
SMU,1374,11,Prairie View,1341,16,
South Florida,1378,11,Prairie View,1341,16,
St John's,1385,5,Prairie View,1341,16,
St Louis,1387,9,Prairie View,1341,16,
St Mary's CA,1388,7,Prairie View,1341,16,
TCU,1395,9,Prairie View,1341,16,
Tennessee,1397,6,Prairie View,1341,16,
Tennessee St,1398,15,Prairie View,1341,16,
Texas,1400,11,Prairie View,1341,16,
Texas A&M,1401,10,Prairie View,1341,16,
Texas Tech,1403,5,Prairie View,1341,16,
Troy,1407,13,Prairie View,1341,16,
UCF,1416,10,Prairie View,1341,16,
UCLA,1417,7,Prairie View,1341,16,
UMBC,1420,16,Prairie View,1341,16,
Utah St,1429,9,Prairie View,1341,16,
Vanderbilt,1435,5,Prairie View,1341,16,
VCU,1433,11,Prairie View,1341,16,
Villanova,1437,8,Prairie View,1341,16,
Virginia,1438,3,Prairie View,1341,16,
Wisconsin,1458,5,Prairie View,1341,16,
Wright St,1460,14,Prairie View,1341,16,
Purdue,1345,2,Queens NC,1474,15,
Purdue,1345,2,Santa Clara,1365,10,
Purdue,1345,2,Siena,1373,16,
Purdue,1345,2,SMU,1374,11,
Purdue,1345,2,South Florida,1378,11,
Purdue,1345,2,St John's,1385,5,
Purdue,1345,2,St Louis,1387,9,
Purdue,1345,2,St Mary's CA,1388,7,
Purdue,1345,2,TCU,1395,9,
Purdue,1345,2,Tennessee,1397,6,
Purdue,1345,2,Tennessee St,1398,15,
Purdue,1345,2,Texas,1400,11,
Purdue,1345,2,Texas A&M,1401,10,
Purdue,1345,2,Texas Tech,1403,5,
Purdue,1345,2,Troy,1407,13,
Purdue,1345,2,UCF,1416,10,
Purdue,1345,2,UCLA,1417,7,
Purdue,1345,2,UMBC,1420,16,
Purdue,1345,2,Utah St,1429,9,
Purdue,1345,2,Vanderbilt,1435,5,
Purdue,1345,2,VCU,1433,11,
Purdue,1345,2,Villanova,1437,8,
Purdue,1345,2,Virginia,1438,3,
Purdue,1345,2,Wisconsin,1458,5,
Purdue,1345,2,Wright St,1460,14,
Santa Clara,1365,10,Queens NC,1474,15,
Queens NC,1474,15,Siena,1373,16,
SMU,1374,11,Queens NC,1474,15,
South Florida,1378,11,Queens NC,1474,15,
St John's,1385,5,Queens NC,1474,15,
St Louis,1387,9,Queens NC,1474,15,
St Mary's CA,1388,7,Queens NC,1474,15,
TCU,1395,9,Queens NC,1474,15,
Tennessee,1397,6,Queens NC,1474,15,
Tennessee St,1398,15,Queens NC,1474,15,
Texas,1400,11,Queens NC,1474,15,
Texas A&M,1401,10,Queens NC,1474,15,
Texas Tech,1403,5,Queens NC,1474,15,
Troy,1407,13,Queens NC,1474,15,
UCF,1416,10,Queens NC,1474,15,
UCLA,1417,7,Queens NC,1474,15,
Queens NC,1474,15,UMBC,1420,16,
Utah St,1429,9,Queens NC,1474,15,
Vanderbilt,1435,5,Queens NC,1474,15,
VCU,1433,11,Queens NC,1474,15,
Villanova,1437,8,Queens NC,1474,15,
Virginia,1438,3,Queens NC,1474,15,
Wisconsin,1458,5,Queens NC,1474,15,
Wright St,1460,14,Queens NC,1474,15,
Santa Clara,1365,10,Siena,1373,16,
Santa Clara,1365,10,SMU,1374,11,
Santa Clara,1365,10,South Florida,1378,11,
St John's,1385,5,Santa Clara,1365,10,
St Louis,1387,9,Santa Clara,1365,10,
St Mary's CA,1388,7,Santa Clara,1365,10,
TCU,1395,9,Santa Clara,1365,10,
Tennessee,1397,6,Santa Clara,1365,10,
Santa Clara,1365,10,Tennessee St,1398,15,
Santa Clara,1365,10,Texas,1400,11,
Santa Clara,1365,10,Texas A&M,1401,10,
Texas Tech,1403,5,Santa Clara,1365,10,
Santa Clara,1365,10,Troy,1407,13,
Santa Clara,1365,10,UCF,1416,10,
UCLA,1417,7,Santa Clara,1365,10,
Santa Clara,1365,10,UMBC,1420,16,
Utah St,1429,9,Santa Clara,1365,10,
Vanderbilt,1435,5,Santa Clara,1365,10,
Santa Clara,1365,10,VCU,1433,11,
Villanova,1437,8,Santa Clara,1365,10,
Virginia,1438,3,Santa Clara,1365,10,
Wisconsin,1458,5,Santa Clara,1365,10,
Santa Clara,1365,10,Wright St,1460,14,
SMU,1374,11,Siena,1373,16,
South Florida,1378,11,Siena,1373,16,
St John's,1385,5,Siena,1373,16,
St Louis,1387,9,Siena,1373,16,
St Mary's CA,1388,7,Siena,1373,16,
TCU,1395,9,Siena,1373,16,
Tennessee,1397,6,Siena,1373,16,
Tennessee St,1398,15,Siena,1373,16,
Texas,1400,11,Siena,1373,16,
Texas A&M,1401,10,Siena,1373,16,
Texas Tech,1403,5,Siena,1373,16,
Troy,1407,13,Siena,1373,16,
UCF,1416,10,Siena,1373,16,
UCLA,1417,7,Siena,1373,16,
Siena,1373,16,UMBC,1420,16,
Utah St,1429,9,Siena,1373,16,
Vanderbilt,1435,5,Siena,1373,16,
VCU,1433,11,Siena,1373,16,
Villanova,1437,8,Siena,1373,16,
Virginia,1438,3,Siena,1373,16,
Wisconsin,1458,5,Siena,1373,16,
Wright St,1460,14,Siena,1373,16,
SMU,1374,11,South Florida,1378,11,
St John's,1385,5,SMU,1374,11,
St Louis,1387,9,SMU,1374,11,
St Mary's CA,1388,7,SMU,1374,11,
TCU,1395,9,SMU,1374,11,
Tennessee,1397,6,SMU,1374,11,
SMU,1374,11,Tennessee St,1398,15,
Texas,1400,11,SMU,1374,11,
Texas A&M,1401,10,SMU,1374,11,
Texas Tech,1403,5,SMU,1374,11,
SMU,1374,11,Troy,1407,13,
UCF,1416,10,SMU,1374,11,
UCLA,1417,7,SMU,1374,11,
SMU,1374,11,UMBC,1420,16,
Utah St,1429,9,SMU,1374,11,
Vanderbilt,1435,5,SMU,1374,11,
SMU,1374,11,VCU,1433,11,
Villanova,1437,8,SMU,1374,11,
Virginia,1438,3,SMU,1374,11,
Wisconsin,1458,5,SMU,1374,11,
SMU,1374,11,Wright St,1460,14,
St John's,1385,5,South Florida,1378,11,
St Louis,1387,9,South Florida,1378,11,
St Mary's CA,1388,7,South Florida,1378,11,
TCU,1395,9,South Florida,1378,11,
Tennessee,1397,6,South Florida,1378,11,
South Florida,1378,11,Tennessee St,1398,15,
Texas,1400,11,South Florida,1378,11,
Texas A&M,1401,10,South Florida,1378,11,
Texas Tech,1403,5,South Florida,1378,11,
South Florida,1378,11,Troy,1407,13,
UCF,1416,10,South Florida,1378,11,
UCLA,1417,7,South Florida,1378,11,
South Florida,1378,11,UMBC,1420,16,
Utah St,1429,9,South Florida,1378,11,
Vanderbilt,1435,5,South Florida,1378,11,
VCU,1433,11,South Florida,1378,11,
Villanova,1437,8,South Florida,1378,11,
Virginia,1438,3,South Florida,1378,11,
Wisconsin,1458,5,South Florida,1378,11,
South Florida,1378,11,Wright St,1460,14,
St John's,1385,5,St Louis,1387,9,
St John's,1385,5,St Mary's CA,1388,7,
St John's,1385,5,TCU,1395,9,
St John's,1385,5,Tennessee,1397,6,
St John's,1385,5,Tennessee St,1398,15,
St John's,1385,5,Texas,1400,11,
St John's,1385,5,Texas A&M,1401,10,
St John's,1385,5,Texas Tech,1403,5,
St John's,1385,5,Troy,1407,13,
St John's,1385,5,UCF,1416,10,
St John's,1385,5,UCLA,1417,7,
St John's,1385,5,UMBC,1420,16,
St John's,1385,5,Utah St,1429,9,
Vanderbilt,1435,5,St John's,1385,5,
St John's,1385,5,VCU,1433,11,
St John's,1385,5,Villanova,1437,8,
Virginia,1438,3,St John's,1385,5,
St John's,1385,5,Wisconsin,1458,5,
St John's,1385,5,Wright St,1460,14,
St Mary's CA,1388,7,St Louis,1387,9,
TCU,1395,9,St Louis,1387,9,
Tennessee,1397,6,St Louis,1387,9,
St Louis,1387,9,Tennessee St,1398,15,
St Louis,1387,9,Texas,1400,11,
St Louis,1387,9,Texas A&M,1401,10,
Texas Tech,1403,5,St Louis,1387,9,
St Louis,1387,9,Troy,1407,13,
St Louis,1387,9,UCF,1416,10,
UCLA,1417,7,St Louis,1387,9,
St Louis,1387,9,UMBC,1420,16,
Utah St,1429,9,St Louis,1387,9,
Vanderbilt,1435,5,St Louis,1387,9,
St Louis,1387,9,VCU,1433,11,
Villanova,1437,8,St Louis,1387,9,
Virginia,1438,3,St Louis,1387,9,
Wisconsin,1458,5,St Louis,1387,9,
St Louis,1387,9,Wright St,1460,14,
St Mary's CA,1388,7,TCU,1395,9,
Tennessee,1397,6,St Mary's CA,1388,7,
St Mary's CA,1388,7,Tennessee St,1398,15,
St Mary's CA,1388,7,Texas,1400,11,
St Mary's CA,1388,7,Texas A&M,1401,10,
Texas Tech,1403,5,St Mary's CA,1388,7,
St Mary's CA,1388,7,Troy,1407,13,
St Mary's CA,1388,7,UCF,1416,10,
St Mary's CA,1388,7,UCLA,1417,7,
St Mary's CA,1388,7,UMBC,1420,16,
St Mary's CA,1388,7,Utah St,1429,9,
Vanderbilt,1435,5,St Mary's CA,1388,7,
St Mary's CA,1388,7,VCU,1433,11,
St Mary's CA,1388,7,Villanova,1437,8,
Virginia,1438,3,St Mary's CA,1388,7,
Wisconsin,1458,5,St Mary's CA,1388,7,
St Mary's CA,1388,7,Wright St,1460,14,
Tennessee,1397,6,TCU,1395,9,
TCU,1395,9,Tennessee St,1398,15,
TCU,1395,9,Texas,1400,11,
TCU,1395,9,Texas A&M,1401,10,
Texas Tech,1403,5,TCU,1395,9,
TCU,1395,9,Troy,1407,13,
TCU,1395,9,UCF,1416,10,
UCLA,1417,7,TCU,1395,9,
TCU,1395,9,UMBC,1420,16,
Utah St,1429,9,TCU,1395,9,
Vanderbilt,1435,5,TCU,1395,9,
TCU,1395,9,VCU,1433,11,
Villanova,1437,8,TCU,1395,9,
Virginia,1438,3,TCU,1395,9,
Wisconsin,1458,5,TCU,1395,9,
TCU,1395,9,Wright St,1460,14,
Tennessee,1397,6,Tennessee St,1398,15,
Tennessee,1397,6,Texas,1400,11,
Tennessee,1397,6,Texas A&M,1401,10,
Texas Tech,1403,5,Tennessee,1397,6,
Tennessee,1397,6,Troy,1407,13,
Tennessee,1397,6,UCF,1416,10,
Tennessee,1397,6,UCLA,1417,7,
Tennessee,1397,6,UMBC,1420,16,
Tennessee,1397,6,Utah St,1429,9,
Vanderbilt,1435,5,Tennessee,1397,6,
Tennessee,1397,6,VCU,1433,11,
Tennessee,1397,6,Villanova,1437,8,
Virginia,1438,3,Tennessee,1397,6,
Wisconsin,1458,5,Tennessee,1397,6,
Tennessee,1397,6,Wright St,1460,14,
Texas,1400,11,Tennessee St,1398,15,
Texas A&M,1401,10,Tennessee St,1398,15,
Texas Tech,1403,5,Tennessee St,1398,15,
Troy,1407,13,Tennessee St,1398,15,
UCF,1416,10,Tennessee St,1398,15,
UCLA,1417,7,Tennessee St,1398,15,
Tennessee St,1398,15,UMBC,1420,16,
Utah St,1429,9,Tennessee St,1398,15,
Vanderbilt,1435,5,Tennessee St,1398,15,
VCU,1433,11,Tennessee St,1398,15,
Villanova,1437,8,Tennessee St,1398,15,
Virginia,1438,3,Tennessee St,1398,15,
Wisconsin,1458,5,Tennessee St,1398,15,
Wright St,1460,14,Tennessee St,1398,15,
Texas A&M,1401,10,Texas,1400,11,
Texas Tech,1403,5,Texas,1400,11,
Texas,1400,11,Troy,1407,13,
UCF,1416,10,Texas,1400,11,
UCLA,1417,7,Texas,1400,11,
Texas,1400,11,UMBC,1420,16,
Utah St,1429,9,Texas,1400,11,
Vanderbilt,1435,5,Texas,1400,11,
Texas,1400,11,VCU,1433,11,
Villanova,1437,8,Texas,1400,11,
Virginia,1438,3,Texas,1400,11,
Wisconsin,1458,5,Texas,1400,11,
Texas,1400,11,Wright St,1460,14,
Texas Tech,1403,5,Texas A&M,1401,10,
Texas A&M,1401,10,Troy,1407,13,
UCF,1416,10,Texas A&M,1401,10,
UCLA,1417,7,Texas A&M,1401,10,
Texas A&M,1401,10,UMBC,1420,16,
Utah St,1429,9,Texas A&M,1401,10,
Vanderbilt,1435,5,Texas A&M,1401,10,
Texas A&M,1401,10,VCU,1433,11,
Villanova,1437,8,Texas A&M,1401,10,
Virginia,1438,3,Texas A&M,1401,10,
Wisconsin,1458,5,Texas A&M,1401,10,
Texas A&M,1401,10,Wright St,1460,14,
Texas Tech,1403,5,Troy,1407,13,
Texas Tech,1403,5,UCF,1416,10,
Texas Tech,1403,5,UCLA,1417,7,
Texas Tech,1403,5,UMBC,1420,16,
Texas Tech,1403,5,Utah St,1429,9,
Vanderbilt,1435,5,Texas Tech,1403,5,
Texas Tech,1403,5,VCU,1433,11,
Texas Tech,1403,5,Villanova,1437,8,
Virginia,1438,3,Texas Tech,1403,5,
Texas Tech,1403,5,Wisconsin,1458,5,
Texas Tech,1403,5,Wright St,1460,14,
UCF,1416,10,Troy,1407,13,
UCLA,1417,7,Troy,1407,13,
Troy,1407,13,UMBC,1420,16,
Utah St,1429,9,Troy,1407,13,
Vanderbilt,1435,5,Troy,1407,13,
VCU,1433,11,Troy,1407,13,
Villanova,1437,8,Troy,1407,13,
Virginia,1438,3,Troy,1407,13,
Wisconsin,1458,5,Troy,1407,13,
Troy,1407,13,Wright St,1460,14,
UCLA,1417,7,UCF,1416,10,
UCF,1416,10,UMBC,1420,16,
Utah St,1429,9,UCF,1416,10,
Vanderbilt,1435,5,UCF,1416,10,
UCF,1416,10,VCU,1433,11,
Villanova,1437,8,UCF,1416,10,
Virginia,1438,3,UCF,1416,10,
Wisconsin,1458,5,UCF,1416,10,
UCF,1416,10,Wright St,1460,14,
UCLA,1417,7,UMBC,1420,16,
UCLA,1417,7,Utah St,1429,9,
Vanderbilt,1435,5,UCLA,1417,7,
UCLA,1417,7,VCU,1433,11,
UCLA,1417,7,Villanova,1437,8,
Virginia,1438,3,UCLA,1417,7,
Wisconsin,1458,5,UCLA,1417,7,
UCLA,1417,7,Wright St,1460,14,
Utah St,1429,9,UMBC,1420,16,
Vanderbilt,1435,5,UMBC,1420,16,
VCU,1433,11,UMBC,1420,16,
Villanova,1437,8,UMBC,1420,16,
Virginia,1438,3,UMBC,1420,16,
Wisconsin,1458,5,UMBC,1420,16,
Wright St,1460,14,UMBC,1420,16,
Vanderbilt,1435,5,Utah St,1429,9,
Utah St,1429,9,VCU,1433,11,
Villanova,1437,8,Utah St,1429,9,
Virginia,1438,3,Utah St,1429,9,
Wisconsin,1458,5,Utah St,1429,9,
Utah St,1429,9,Wright St,1460,14,
Vanderbilt,1435,5,VCU,1433,11,
Vanderbilt,1435,5,Villanova,1437,8,
Virginia,1438,3,Vanderbilt,1435,5,
Vanderbilt,1435,5,Wisconsin,1458,5,
Vanderbilt,1435,5,Wright St,1460,14,
Villanova,1437,8,VCU,1433,11,
Virginia,1438,3,VCU,1433,11,
Wisconsin,1458,5,VCU,1433,11,
VCU,1433,11,Wright St,1460,14,
Virginia,1438,3,Villanova,1437,8,
Wisconsin,1458,5,Villanova,1437,8,
Villanova,1437,8,Wright St,1460,14,
Virginia,1438,3,Wisconsin,1458,5,
Virginia,1438,3,Wright St,1460,14,
Wisconsin,1458,5,Wright St,1460,14,
